word,vector
expands,"[0.2507207691669464, -0.40946030616760254, -0.1481139063835144, 0.9602410793304443, -0.18857356905937195, -0.04574014991521835, 0.22116847336292267, -0.3905874192714691, -0.649755597114563, 0.5020918846130371, -0.1689162254333496, -1.1593068838119507, -0.5617895722389221, -0.29116758704185486, -0.4106931984424591, 0.1787855625152588, -0.4044051170349121, -2.020688056945801, 0.8140072822570801, -0.7865723371505737, -0.26970750093460083, 1.5216776132583618, 0.11718763411045074, -0.013268795795738697, 0.32095763087272644, 1.1540580987930298, -0.8698099851608276, 0.1475905030965805, 0.15079957246780396, 0.043270621448755264, 1.1241191625595093, 0.9731403589248657, -0.28437456488609314, 0.15531298518180847, -0.815885066986084, -0.009757991880178452, -0.009757915511727333, -0.4418444037437439, -0.3387121558189392, -1.1237024068832397, -0.2062171995639801, -1.8308264017105103, 0.5032862424850464, 0.02500760741531849, -0.5519225001335144, -0.8382449150085449, -1.8626625537872314, -0.3194178640842438, 1.0347743034362793, -0.21161893010139465, -0.7873526811599731, -0.075530044734478, 1.719553828239441, -0.5769399404525757, -0.5505883693695068, -0.6707549095153809, 0.27650120854377747, 0.10628833621740341, -0.4805186688899994, -0.5221090316772461, -0.08444269001483917, 0.4697323143482208, -0.23532314598560333, -0.5302939414978027, -0.42647698521614075, -0.022895589470863342, 0.0648859292268753, 0.9646576642990112, -0.7769779562950134, 0.1490090787410736, -0.8330945372581482, -0.04216949641704559, 0.5665097832679749, -0.48283132910728455, 0.29193243384361267, 0.8976304531097412, 0.7121805548667908, 0.3251239061355591, 0.19174878299236298, 0.04549311101436615, 0.4978741705417633, -1.089253544807434, -0.23914465308189392, 1.5133521556854248, -0.014584764838218689, 0.35394471883773804, 0.6061772108078003, 0.8908334374427795, -0.2518574297428131, 0.2625333070755005, 1.0549157857894897, 1.3197468519210815, -0.703938901424408, 0.7964754104614258, -0.5770668983459473, 0.3066903054714203, -0.2844170033931732, -0.2811776101589203, 0.7033912539482117, -0.0669708326458931]"
competition,"[0.651940107345581, 0.5504781603813171, -0.19810804724693298, 1.0228123664855957, -0.43845751881599426, -0.7487428784370422, -0.6296830177307129, 0.649658739566803, -2.464350938796997, 0.1580335646867752, -0.3980043828487396, 1.0268782377243042, 0.25062546133995056, 0.9966550469398499, 0.01051490567624569, 0.4862556755542755, -0.9198604822158813, 0.3584323227405548, -0.4705459177494049, -0.5020385980606079, 0.6257543563842773, -0.22301629185676575, 0.15349379181861877, -0.24718314409255981, -0.4907427430152893, -1.0906155109405518, -0.7203446626663208, -0.872192919254303, 0.19975927472114563, 0.571138858795166, -0.7531536221504211, -0.9264528751373291, -0.060746047645807266, 0.44682225584983826, 0.10675986111164093, 0.5314748883247375, -0.6387026906013489, 1.5207732915878296, -0.9219779968261719, 0.3709450662136078, 0.4173387289047241, -0.26699692010879517, 0.5986778736114502, 1.3420956134796143, 0.5414846539497375, 0.0937308818101883, 0.5862492918968201, -0.46786633133888245, -0.521896481513977, 0.2607862055301666, 0.23741120100021362, -0.16260871291160583, -0.13342109322547913, 0.012583279050886631, 0.4068700671195984, -1.121167778968811, -1.0322693586349487, 0.434078186750412, 0.21331027150154114, -0.022518455982208252, 0.5897808074951172, 0.28394636511802673, 0.15178485214710236, -0.8740963935852051, 0.4481537640094757, 0.04021943733096123, 0.15738394856452942, 0.7010003924369812, -0.018822776153683662, -0.15855054557323456, -1.5332989692687988, -1.7056031227111816, -0.9624687433242798, 0.3810643255710602, -0.5725222229957581, 0.8900941014289856, -1.1801279783248901, -0.19979210197925568, -0.49039825797080994, 0.5383306741714478, 0.5957883596420288, 0.055989962071180344, -1.3767609596252441, 0.8755191564559937, 0.7781069278717041, 0.2763652801513672, -0.1923520714044571, -1.0211223363876343, -0.10555043816566467, 0.7496376633644104, -0.007791755720973015, 0.09048890322446823, -0.8090875148773193, 1.8430653810501099, 0.7031634449958801, -0.05075149983167648, 0.5141035318374634, -0.565331220626831, 0.43460074067115784, -1.3125879764556885]"
compliance,"[-0.21777743101119995, 0.4186362326145172, 0.13871850073337555, 0.8702601790428162, -0.18324410915374756, -1.6228296756744385, -0.28718098998069763, 0.6336159706115723, -1.118454098701477, 0.6311550140380859, -0.5855679512023926, 1.4131581783294678, 0.07934802025556564, 1.1447875499725342, 1.0510953664779663, -0.8138068914413452, -0.1453379988670349, -0.663571298122406, -0.40645790100097656, -0.5339498519897461, 0.7371965646743774, -0.4752109944820404, 0.43394041061401367, 0.3355357050895691, 0.25472864508628845, -0.054493434727191925, -0.18452602624893188, -0.6184095740318298, 1.286971092224121, 0.31120046973228455, -1.4005811214447021, -0.7114797234535217, 0.36652064323425293, -0.26802727580070496, 0.46902117133140564, 1.1679435968399048, -0.3318980634212494, 1.2862887382507324, -1.3409349918365479, -0.8239482045173645, 1.018291711807251, -0.3914477527141571, -0.6573705077171326, 1.4160231351852417, -0.4397094249725342, 1.3520731925964355, 0.7101956605911255, -0.30092403292655945, 0.4512348473072052, 0.520848274230957, 1.0216435194015503, -0.04157238453626633, -0.6134955883026123, -0.1537761092185974, -0.7237085700035095, -1.2016923427581787, -0.019854256883263588, 0.8887872099876404, -0.4374110996723175, 0.49699002504348755, 0.20681439340114594, 0.04216107353568077, -0.45868444442749023, -1.7153398990631104, -0.1633414775133133, 1.033950686454773, 0.33942076563835144, 0.8244730234146118, -1.2722463607788086, 0.500942051410675, -0.5108040571212769, 0.39230647683143616, 0.5924096703529358, 1.0715478658676147, 0.25804296135902405, -0.1952022910118103, -2.094184398651123, 0.23200777173042297, 0.13901323080062866, -0.7715855240821838, 0.9817215204238892, 0.5723552107810974, -0.630598783493042, 0.24410520493984222, 0.5200400948524475, 0.5470978617668152, -0.2933809161186218, -1.7215582132339478, -0.06532520800828934, 0.4736860394477844, -0.6214833855628967, 0.04240552335977554, -0.3980437219142914, 0.6666419506072998, 1.155868411064148, 0.030182480812072754, -0.48058271408081055, 0.5840461254119873, -0.2018125206232071, -0.7890536189079285]"
environmental,"[-0.3773757815361023, 0.012616797350347042, -0.7615642547607422, 1.4690030813217163, -0.22166888415813446, -1.2218387126922607, 0.1312522143125534, -0.13267269730567932, -2.0676374435424805, 0.9932695627212524, -0.4019511342048645, -0.09414488077163696, 0.5138705372810364, 0.1750250905752182, 0.28645098209381104, 0.1351386308670044, -0.2698350250720978, 0.686898410320282, -0.2563164234161377, 1.5146737098693848, 0.5839601159095764, -1.5532891750335693, -0.5668749809265137, -0.7004061937332153, -0.733980119228363, -0.19392801821231842, -0.46235302090644836, -0.8154374957084656, -1.0981087684631348, 0.1977570801973343, -1.267183542251587, 0.05993508920073509, -0.5732141733169556, -0.36481568217277527, 1.1132303476333618, 0.4119962453842163, -1.0029546022415161, 1.5464011430740356, -0.41298460960388184, -0.7127398252487183, 0.5294027328491211, 0.19857853651046753, 0.7273789644241333, 1.5693176984786987, 0.8874629139900208, 0.05589526891708374, 0.06541375815868378, 0.5799564719200134, -0.5976442694664001, -0.35137858986854553, 0.49313434958457947, -0.5553084015846252, 0.5634649395942688, 1.1377551555633545, 0.7930207848548889, -1.1277531385421753, -1.369346022605896, 0.7294986844062805, -1.0078442096710205, -0.11083393543958664, 0.751632571220398, -0.261416494846344, 0.7485248446464539, -1.1900835037231445, -0.6310431361198425, 0.1325770914554596, -0.2640942931175232, 1.5513486862182617, 0.6538039445877075, 1.2723796367645264, 0.09389635920524597, -0.0909556970000267, 0.18250668048858643, -0.37425628304481506, 0.49388766288757324, 0.9718812108039856, 0.045085880905389786, 0.6284893751144409, -0.9538342356681824, -0.011183313094079494, 0.8377874493598938, -1.0393716096878052, -0.6971547603607178, 0.8608394861221313, 0.4462156295776367, 0.5071912407875061, 0.7435810565948486, -0.9554873108863831, -0.8581364154815674, 0.8594911694526672, 0.38913366198539734, 0.4248478412628174, -1.6833643913269043, 1.7312588691711426, 0.9778269529342651, 0.8360517621040344, 0.666690468788147, -0.3653838038444519, 0.015743566676974297, -1.1399675607681274]"
chain,"[-0.09055259823799133, 0.7870736718177795, 0.427215039730072, 0.789870023727417, 0.6185405254364014, -0.2733299434185028, 0.6963454484939575, -0.0557328425347805, -1.940382957458496, 0.5256673693656921, 0.4634847044944763, 1.4444291591644287, -0.7296819686889648, 0.9243936538696289, 0.9593235850334167, 0.9002711176872253, 0.5213699340820312, 1.0169270038604736, -0.48610013723373413, 0.481259822845459, 0.9685671329498291, -1.1742408275604248, -0.2539523243904114, 0.4989273250102997, -0.22384048998355865, -0.9548880457878113, -0.13786599040031433, -1.2623279094696045, 0.7824469208717346, 1.4631460905075073, -0.9217962622642517, -0.5228928923606873, -0.511890709400177, -0.20126046240329742, 0.8627086281776428, 1.4111539125442505, 0.18048107624053955, 0.6724857091903687, -0.7165827751159668, -0.8928654789924622, 0.22345684468746185, -0.2936914265155792, -0.5891513228416443, 0.9268666505813599, -0.4560740888118744, 0.9817125797271729, 0.0647723600268364, -0.11459062993526459, -0.06903164833784103, 0.15920861065387726, 0.691518247127533, -1.1335996389389038, 0.23968841135501862, -0.026022668927907944, -0.9585018157958984, -1.0023378133773804, -0.9386035799980164, 0.5402279496192932, 0.6782657504081726, 0.11551447212696075, 0.31584110856056213, -0.3231593072414398, 0.11229543387889862, -1.9465899467468262, -0.3214017152786255, -0.646169900894165, 0.32950273156166077, 0.7409446239471436, -0.23071546852588654, 0.06725765019655228, -1.6900779008865356, 0.11356423050165176, -0.01153440959751606, 0.5805844664573669, 0.20791050791740417, 0.7338725328445435, -1.4594829082489014, -0.7404029965400696, 0.6169369220733643, 0.26630836725234985, 0.5660725235939026, 0.6829053163528442, -0.92049640417099, -0.03415592387318611, 0.12890814244747162, -0.8228574991226196, -0.2526720464229584, -0.7242575883865356, 0.5227652788162231, 0.33874213695526123, 0.5183369517326355, 0.42646270990371704, -0.035324618220329285, 0.5487620830535889, 1.5321098566055298, 0.9863479137420654, -0.39762091636657715, -0.2356705516576767, 0.16794051229953766, -1.3145854473114014]"
supply,"[0.08369696885347366, 1.2260087728500366, -0.11062821000814438, 1.2792431116104126, 0.02136562392115593, -1.1834181547164917, 0.015041761100292206, 0.9363969564437866, -1.4447318315505981, 0.05058233067393303, -0.6340826153755188, 0.3271048367023468, 0.5616110563278198, 0.6990723013877869, 0.13252396881580353, -0.1281510889530182, -0.21815842390060425, -0.18359214067459106, 0.14321278035640717, 0.8555367588996887, 0.6538531184196472, -0.7853159308433533, 0.24887795746326447, -0.3885079324245453, -0.4589133560657501, 0.13212251663208008, -0.5135033130645752, 0.17948658764362335, -1.0654776096343994, -0.08214468508958817, -0.11996114253997803, -1.1457620859146118, 0.769760251045227, -0.41040629148483276, 1.6717990636825562, 0.08862248063087463, -0.8756572008132935, 1.5928736925125122, -0.6501509547233582, -0.8266164064407349, -0.05184117704629898, 0.013322890736162663, 0.4132816195487976, 0.6120685935020447, 0.24941028654575348, -0.4644189476966858, -0.46894583106040955, -0.07339369505643845, -0.8027274012565613, 0.9046036601066589, -0.6498624682426453, -0.38433024287223816, 0.06588181108236313, 0.500465989112854, 0.39512088894844055, -1.6201754808425903, -0.1391802430152893, -0.653645932674408, -0.6317719221115112, 0.8228741884231567, 0.0785500630736351, 0.7760476469993591, 0.6870774626731873, -2.0389184951782227, 0.025454547256231308, 1.1498627662658691, 1.153505802154541, 1.8659111261367798, -0.0074820974841713905, -0.3845180869102478, -0.9111899733543396, 0.46236082911491394, 1.106788992881775, 1.5962915420532227, -0.7930658459663391, 0.18931880593299866, -1.5437852144241333, -0.4559243321418762, -0.018368802964687347, 0.304324209690094, 0.5571547150611877, -0.4423992931842804, -0.8318381905555725, 0.31212398409843445, 1.0993943214416504, 0.8212668895721436, -0.5573239922523499, -0.7904284000396729, -0.19212837517261505, 0.906449556350708, 0.035402562469244, 0.20032209157943726, -1.1512250900268555, 2.0460586547851562, 1.0597561597824097, -0.20649613440036774, 0.746667742729187, -0.521641731262207, 0.6685720086097717, -0.35439983010292053]"
practices,"[-0.6302915811538696, -0.17951814830303192, -0.3274380564689636, 0.804443895816803, -0.49586883187294006, -1.7082593441009521, 0.019530782476067543, 0.056315239518880844, -1.1965842247009277, -0.10759884864091873, -0.18189464509487152, 1.4011456966400146, 0.6757681369781494, 1.2975589036941528, 0.8767731785774231, -1.0210503339767456, 0.2873527705669403, 0.9285300374031067, -0.9330640435218811, -0.7498965263366699, 1.2707594633102417, -0.7951574921607971, 0.11210894584655762, -0.3633984625339508, -0.22801409661769867, -0.6325507164001465, -0.3728380501270294, -1.1515192985534668, 0.32928958535194397, 0.9762231111526489, -0.14417047798633575, -0.6685189008712769, -0.2796422839164734, -0.43858107924461365, 0.563569962978363, 1.0172178745269775, -1.028709053993225, 0.9911057353019714, -0.2469506710767746, -0.32244858145713806, 0.40887898206710815, -0.3423069715499878, -0.6470009088516235, 1.0388882160186768, -0.7886438965797424, 0.8652576208114624, 0.7287709712982178, 0.39777249097824097, 0.5034005045890808, -0.3783438801765442, 0.5970617532730103, -0.23184393346309662, -0.21230438351631165, -0.19405826926231384, -0.9129064679145813, -0.4590904712677002, -0.6307750344276428, 0.7480990886688232, 0.17471560835838318, 0.008062106557190418, 0.06689952313899994, 0.3050220310688019, -0.4210211932659149, -0.7730216979980469, 0.5465892553329468, 0.7476418614387512, 0.21171562373638153, 1.394212007522583, -0.3782747983932495, 0.27437305450439453, -0.6240765452384949, -0.3426267206668854, -0.10154614597558975, 0.3026733100414276, 0.4467248022556305, 0.906556248664856, -1.320368766784668, -0.3425792455673218, 0.3003855049610138, -0.4533790349960327, -0.21133211255073547, -0.47013676166534424, -1.8911092281341553, 0.8889064192771912, 0.5407450199127197, -0.731978714466095, -0.41868841648101807, -1.653770923614502, -0.24908782541751862, 1.391370415687561, 0.3733459413051605, 0.3903800845146179, -1.1553925275802612, 1.365515112876892, -0.30630171298980713, 0.6271815896034241, -0.29056763648986816, -0.7664788365364075, 0.40675386786460876, -1.5992705821990967]"
labor,"[0.6848241090774536, 1.5839112997055054, -0.26126497983932495, 0.5942234396934509, 0.39521095156669617, -1.9730528593063354, 0.977177083492279, 1.1617441177368164, -0.861903190612793, 0.3063860237598419, 0.03181784972548485, -0.3141535818576813, -0.133111834526062, 0.6009369492530823, 0.6079270243644714, 0.9416264295578003, -0.4872828423976898, 0.4366782605648041, 0.3629221022129059, -0.20497488975524902, 0.6780475974082947, -0.9714569449424744, 1.2431968450546265, -0.05180720239877701, -0.11036767065525055, -0.5243121385574341, -0.22877265512943268, -0.9961152672767639, -0.8407487273216248, 0.08897724002599716, -0.4452720582485199, -0.7687618732452393, -0.33701735734939575, 0.21774013340473175, 1.3839237689971924, -0.19123095273971558, -0.9378358721733093, 0.2694353461265564, -0.09107368439435959, -0.3786156177520752, -0.20772279798984528, -0.23896311223506927, 0.7944007515907288, 1.2144246101379395, 0.2768940329551697, 1.2941298484802246, -0.22033923864364624, -0.7230308651924133, -0.18074442446231842, 0.42366859316825867, 0.06216137856245041, 0.19850164651870728, 0.7047557830810547, 0.9725263118743896, -0.2770594358444214, -0.5266199707984924, -0.8666016459465027, -0.12356492877006531, 0.17773158848285675, -0.8883001804351807, 0.21118606626987457, 0.36718055605888367, 0.07474495470523834, -1.6877182722091675, 0.012085785157978535, -0.2203916758298874, -0.17024469375610352, 1.3610742092132568, 0.24900367856025696, 0.7026630640029907, -0.23742808401584625, -0.9216452836990356, -0.12915915250778198, 1.255524754524231, -1.2254164218902588, 1.868374228477478, -0.6829567551612854, -0.12195649743080139, -1.3230692148208618, 0.022494904696941376, 0.6149412393569946, 0.46375128626823425, -0.582556962966919, -0.2519427239894867, 0.9599542021751404, -0.22898665070533752, 0.2608638107776642, -0.6733213663101196, -0.39188382029533386, 0.47689422965049744, 0.15714266896247864, -0.37419331073760986, -1.9659299850463867, 1.7450026273727417, 0.6621425747871399, -0.28460928797721863, 0.3227488100528717, -0.5311288833618164, -0.6716413497924805, -1.889868140220642]"
privacy,"[0.5089581608772278, 0.9309839010238647, -0.35072270035743713, 0.5775163769721985, -0.05186815932393074, -0.4732056260108948, 0.6512082815170288, 0.5762855410575867, -1.8849895000457764, -0.0835096463561058, -0.192031130194664, 1.3914604187011719, 0.23398123681545258, 0.07128046452999115, 0.7968918085098267, 0.5519325137138367, -0.0794539526104927, 0.21548216044902802, -0.7545770406723022, -0.15509048104286194, 1.1903471946716309, -0.8981051445007324, 0.10042229294776917, -0.4781893491744995, 0.03362274542450905, -1.113582968711853, -0.11749689280986786, -1.7341670989990234, 0.356815904378891, 0.8414656519889832, -1.0556236505508423, -0.59125155210495, 0.001870614942163229, 0.10731708258390427, 0.7501040101051331, 1.4419654607772827, -0.10766460746526718, 0.7067545652389526, -0.7291785478591919, -1.0668487548828125, -0.2359212189912796, -0.36927706003189087, -0.1404053121805191, 0.9336308240890503, -0.6079308390617371, 0.6977598071098328, -0.3943258821964264, -0.09662771224975586, -0.7952439785003662, -0.021146515384316444, 0.553755521774292, -0.4213015139102936, 0.1955510526895523, 0.48093265295028687, 0.6353874206542969, -0.586672306060791, -0.9941989183425903, 0.9962033629417419, 0.00448074284940958, -0.8256115317344666, 0.8215727210044861, 0.3993678390979767, 0.4240121841430664, -1.0381282567977905, 0.19519883394241333, -0.25279706716537476, 0.1635182797908783, 0.8767289519309998, -0.7411876320838928, 0.21874530613422394, -0.48295700550079346, -0.5069500207901001, -0.7348117232322693, 0.8004434108734131, -0.3840205669403076, 0.13545608520507812, -1.6528111696243286, 0.4591909945011139, -0.44328588247299194, -0.02881838195025921, 0.948580801486969, 0.6959212422370911, -1.6902612447738647, 0.34172800183296204, 0.46699729561805725, 0.15584403276443481, 0.5821004509925842, -0.9769336581230164, 0.5622637867927551, 0.25864386558532715, -0.543826162815094, -0.8701207637786865, -0.9471136331558228, 1.0151060819625854, 0.025123585015535355, 1.2658021450042725, 0.38347524404525757, -0.4695052206516266, 0.29208528995513916, -2.084782361984253]"
data,"[-0.03481414541602135, 0.1940334141254425, -0.12079966813325882, 0.6329838037490845, -0.7098240852355957, -1.0159432888031006, 0.539445161819458, -0.0038682371377944946, -0.6977742910385132, 0.3919984996318817, 0.43330201506614685, -0.08626708388328552, -0.07717493176460266, 1.6208144426345825, 0.31487753987312317, -0.8006526827812195, -0.3853709101676941, 0.6662662029266357, -0.5687745809555054, 0.5406030416488647, 0.811067521572113, -1.6446887254714966, 0.35043829679489136, -0.7699413299560547, -0.35404226183891296, -0.09068628400564194, 0.2260560840368271, 0.14263775944709778, -0.3031640946865082, 0.45899277925491333, 0.39670875668525696, 0.12086626887321472, 0.37527453899383545, 0.5463933944702148, 0.13705360889434814, 0.7921815514564514, 0.12905848026275635, 1.4234474897384644, -0.9297758340835571, -0.1014874204993248, -0.778445303440094, -0.7046772241592407, -0.7908737659454346, 0.708025336265564, -0.3861806094646454, 1.1434276103973389, 0.17195188999176025, -0.736821174621582, -0.4982982873916626, 0.05142540484666824, 0.3592793047428131, 0.21993587911128998, 0.5583691000938416, 0.462045282125473, -0.57903653383255, -0.7768968343734741, -0.795341968536377, -0.6514684557914734, -0.8057029843330383, 1.020139217376709, 1.1624376773834229, -0.18817920982837677, 0.11801833659410477, -1.439900517463684, -0.8751793503761292, 0.27941903471946716, 0.543445348739624, 0.6706730127334595, 0.21302536129951477, -0.3643769323825836, -0.8577319383621216, -0.007606904488056898, 0.5888509750366211, 1.3905842304229736, 0.3435088098049164, 1.438225269317627, -1.117859125137329, -0.5488518476486206, -1.6096431016921997, -0.34417057037353516, 1.1024384498596191, 0.11813056468963623, -0.7033581733703613, 0.8977941870689392, 0.9536495208740234, 0.1819123476743698, 0.42342451214790344, -1.7650396823883057, -0.37019720673561096, -0.34388625621795654, 0.24397191405296326, 0.919338583946228, -0.18407200276851654, 1.243641972541809, 0.08146443963050842, -0.6873155832290649, 0.2956375181674957, -0.24255618453025818, 0.2783763110637665, -1.4220099449157715]"
computing,"[0.23266929388046265, 0.5567479133605957, -0.4677317440509796, -0.4578492045402527, 0.35412997007369995, -0.6495082378387451, 0.43004050850868225, 1.059973955154419, 0.4218578040599823, -0.6535521149635315, 0.16228796541690826, -0.5869699716567993, -0.516491174697876, 0.51935213804245, 0.1181769073009491, -0.0035483906976878643, -0.22582584619522095, -0.18962335586547852, 0.004351572133600712, 0.3899078071117401, -0.019180411472916603, -0.5796189904212952, -0.05046520009636879, 0.20066195726394653, 0.1329730898141861, -0.41009071469306946, -0.10878109931945801, -0.5400128364562988, 0.08006171137094498, -0.18950262665748596, 0.4581497609615326, -0.7253276705741882, -0.26189330220222473, 0.21216712892055511, -0.034166522324085236, 0.2600427269935608, 0.4017522633075714, -0.8489179015159607, -0.0935177132487297, 0.25376611948013306, -0.4026454985141754, -0.3832784593105316, 0.24023917317390442, 0.21626846492290497, 0.19172510504722595, 0.09684649109840393, -0.5779179930686951, -0.4823959767818451, 0.18845129013061523, -0.16101433336734772, 0.32681435346603394, -0.5531718730926514, 0.4980991780757904, -0.6602353453636169, 0.9201437830924988, -0.20045055449008942, 0.30803370475769043, 0.024429477751255035, -0.7474546432495117, 0.05664946138858795, -0.04492291808128357, -0.11209116876125336, -0.45739907026290894, 0.05228231102228165, -0.24943754076957703, -0.2238968014717102, -0.2862292528152466, 0.4429675340652466, 0.23815973103046417, -0.6241133809089661, -0.8757306337356567, 0.39420297741889954, 0.18957026302814484, -0.7801438570022583, 0.3462545871734619, 0.25460943579673767, -0.11352749913930893, -0.43646040558815, -0.6869999766349792, 0.33037808537483215, -0.2143854796886444, -0.12905678153038025, -0.3431522250175476, 1.0016119480133057, -0.37428170442581177, 0.7274025678634644, -0.590761125087738, 0.38973602652549744, 0.06826113909482956, 0.3349238932132721, 0.42914995551109314, 0.5538939237594604, -0.5229583978652954, 0.30864575505256653, 0.7965763211250305, 0.5340261459350586, -0.5734817385673523, 0.07469666004180908, 0.5716351270675659, -0.14123226702213287]"
quantum,"[0.3809086084365845, 0.551740288734436, -0.4530238211154938, -0.16863025724887848, 0.6156046390533447, -0.7097184062004089, 0.5307860970497131, 1.3360874652862549, 0.3274773359298706, -0.4203464090824127, 0.27712899446487427, -0.5353288650512695, -0.7467581033706665, 0.3538309931755066, 0.002488222671672702, -0.06182675063610077, -0.27355140447616577, -0.5288500189781189, -0.0176090057939291, 0.2546415328979492, 0.09714915603399277, -0.6191970109939575, 0.10048025846481323, 0.21376730501651764, 0.19833901524543762, -0.10745607316493988, -0.06235950067639351, -0.48136967420578003, 0.20003283023834229, -0.13888680934906006, 0.24131107330322266, -0.701797366142273, -0.4687441289424896, 0.5284220576286316, -0.012918567284941673, 0.20069274306297302, 0.2671263813972473, -0.8611111044883728, 0.05113133043050766, 0.45703259110450745, -0.41080620884895325, -0.48760753870010376, 0.34245023131370544, 0.4174349308013916, 0.05347997695207596, 0.18886147439479828, -0.7438369989395142, -0.7390588521957397, 0.36954206228256226, 0.18597808480262756, 0.12929368019104004, -0.7980015277862549, 0.3490959107875824, -0.6229621171951294, 0.9616624116897583, -0.30243948101997375, 0.3622780740261078, 0.1584196239709854, -0.970675528049469, 0.01988956704735756, -0.27297016978263855, -0.2852242887020111, -0.48455774784088135, -0.17017675936222076, -0.3541938364505768, -0.437172532081604, -0.19022706151008606, 0.7873450517654419, 0.3998805582523346, -0.2557165324687958, -0.780245304107666, 0.2949460446834564, 0.03403201326727867, -0.7289194464683533, 0.39262309670448303, 0.2046176940202713, -0.08068177849054337, -0.4507286846637726, -0.9860125184059143, 0.39609283208847046, -0.03253202140331268, -0.4456762671470642, -0.6466885209083557, 0.9658536314964294, -0.18174052238464355, 0.9319751262664795, -0.25075992941856384, 0.5302800536155701, -0.04670058190822601, 0.48209473490715027, 0.06924575567245483, 0.9022425413131714, -0.4812379777431488, 0.7023405432701111, 0.5644617676734924, 0.3834073841571808, -0.5379520654678345, 0.2645200788974762, 0.6204848885536194, -0.19981393218040466]"
blockchain,"[0.19100084900856018, 0.15770791471004486, -0.21665717661380768, -0.28272366523742676, 0.6230392456054688, -0.671441376209259, 0.2736694812774658, 1.1108951568603516, 0.486864298582077, -0.5422695279121399, 0.272745281457901, -0.4619683027267456, -0.866132915019989, 0.5675020217895508, -0.1883522868156433, 0.14831574261188507, -0.22223766148090363, -0.5240094661712646, -0.13578367233276367, 0.31297457218170166, 0.024655386805534363, -0.3373450040817261, -0.021536221727728844, 0.14231017231941223, 0.1467132270336151, -0.21774913370609283, -0.1039130687713623, -0.6798936128616333, 0.20300282537937164, 0.07072053849697113, 0.328217476606369, -0.5845241546630859, -0.22117769718170166, 0.2506701350212097, -0.43718546628952026, 0.30068519711494446, 0.4272225797176361, -0.8557519316673279, -0.13329027593135834, 0.3521035313606262, -0.5172784328460693, -0.4992663860321045, 0.5257680416107178, 0.22613997757434845, 0.10773520171642303, -0.15150827169418335, -0.4692476689815521, -0.516971230506897, 0.3097325563430786, -0.004321243613958359, 0.001566010294482112, -0.7920433282852173, 0.39189526438713074, -0.5192714929580688, 1.015637755393982, -0.18440450727939606, 0.4458088278770447, 0.06528978049755096, -0.729522705078125, -0.1574355959892273, -0.19243723154067993, -0.17158715426921844, -0.26482459902763367, -0.22890761494636536, -0.37817591428756714, -0.12280789017677307, -0.08084006607532501, 0.5058993697166443, 0.3581119477748871, -0.32938024401664734, -0.7717816829681396, 0.46973907947540283, 0.23919649422168732, -0.5594409108161926, 0.17070594429969788, 0.26586809754371643, 0.06266067177057266, -0.3861631155014038, -1.031097650527954, 0.07777015119791031, 0.2095492035150528, -0.23224884271621704, -0.5133984088897705, 0.8891176581382751, -0.31455186009407043, 0.8540504574775696, -0.3719770610332489, 0.3435302674770355, -0.08235210925340652, 0.4140918552875519, 0.37253537774086, 0.8099247217178345, -0.3759532868862152, 0.624552309513092, 0.6440796256065369, 0.4295000731945038, -0.549638569355011, 0.440680593252182, 0.4580588936805725, -0.18390432000160217]"
learning,"[0.216738760471344, 0.2822405993938446, -0.34303969144821167, -0.36109840869903564, 0.5494222640991211, -0.6076516509056091, 0.25814494490623474, 1.2323129177093506, 0.27780476212501526, -0.685671329498291, 0.1653263121843338, -0.568170964717865, -0.6294636130332947, 0.38844093680381775, 0.21457408368587494, -0.016378385946154594, -0.20387756824493408, -0.44504132866859436, -0.17716147005558014, 0.10286132246255875, 0.015421401709318161, -0.6339324116706848, -0.08337589353322983, 0.08656436949968338, -0.04598294943571091, -0.28604787588119507, -0.34247857332229614, -0.6208103895187378, 0.21255117654800415, -0.09923487156629562, 0.34292900562286377, -0.5483963489532471, -0.1978689581155777, 0.1610729992389679, -0.2464522123336792, 0.3086993992328644, 0.43060120940208435, -0.6633327603340149, -0.014815247617661953, 0.21554946899414062, -0.4254596531391144, -0.13918444514274597, 0.3338009715080261, 0.23220616579055786, 0.053788986057043076, -0.02503812499344349, -0.4073289632797241, -0.2907828092575073, 0.32542136311531067, 0.02731936052441597, 0.28200164437294006, -0.7978035807609558, 0.3921273350715637, -0.6584768891334534, 0.8011054992675781, -0.2265031337738037, 0.4765782654285431, 0.07249457389116287, -0.7383391261100769, 0.12171872705221176, -0.23181064426898956, -0.24347048997879028, -0.36150646209716797, -0.19581809639930725, -0.330199658870697, -0.09750428050756454, -0.038358163088560104, 0.46303248405456543, 0.3224904537200928, -0.5538414716720581, -0.8313668966293335, 0.6000580787658691, 0.22348271310329437, -0.6456977725028992, 0.43245482444763184, 0.12822502851486206, 0.11200568825006485, -0.24932141602039337, -0.9679773449897766, 0.3220940828323364, -0.002439057221636176, -0.02866927906870842, -0.3198602497577667, 0.8952257633209229, -0.32115456461906433, 0.7788212299346924, -0.42301517724990845, 0.34897932410240173, -0.060489460825920105, 0.2943213880062103, 0.260336697101593, 0.748649537563324, -0.3559906780719757, 0.4426802694797516, 0.7594993710517883, 0.27398642897605896, -0.647933840751648, 0.19181841611862183, 0.4083951711654663, -0.015418448485434055]"
